@relation stock

@attribute Date date "yyyy-MM-dd"
@attribute Open numeric
@attribute High numeric
@attribute Low numeric
@attribute Close numeric

@data
1978-06-16,14.028,14.063,13.819,13.837
1978-06-19,13.837,14.028,13.809,13.993
1978-06-20,13.993,14.019,13.793,13.819
1978-06-21,13.819,13.937,13.779,13.928
1978-06-22,13.878,13.878,13.786,13.845
1978-06-23,13.845,13.854,13.629,13.644
1978-06-26,13.644,13.644,13.394,13.421
1978-06-27,13.421,13.62,13.421,13.559
1978-06-28,13.559,13.611,13.436,13.602
1978-06-29,13.602,13.629,13.46,13.493
1978-06-30,13.493,13.529,13.367,13.367
1978-07-03,13.367,13.385,13.253,13.343
1978-07-05,13.343,13.485,13.269,13.412
1978-07-06,13.412,13.46,13.335,13.428
1978-07-07,13.428,13.544,13.394,13.536
1978-07-10,13.536,13.559,13.445,13.51
1978-07-11,13.51,13.553,13.445,13.445
1978-07-12,13.445,13.501,13.428,13.428
1978-07-13,13.428,13.485,13.335,13.476
1978-07-14,13.476,13.911,13.476,13.903
1978-07-17,13.903,14.037,13.819,13.819
1978-07-18,13.819,13.869,13.719,13.745
1978-07-19,13.819,14.019,13.819,14.019
1978-07-20,14.019,14.137,13.911,13.937
1978-07-21,13.937,14.047,13.878,14.047
1978-07-24,14.047,14.087,13.911,14.087
1978-07-25,14.087,14.187,13.993,14.187
1978-07-26,14.187,14.38,14.187,14.212
1978-07-27,14.212,14.356,14.187,14.356
1978-07-28,14.356,14.522,14.32,14.48
1978-07-31,14.488,14.63,14.488,14.604
1978-08-01,14.604,14.637,14.496,14.504
1978-08-02,14.504,15.223,14.496,15.223
1978-08-03,15.23,15.33,14.812,14.812
1978-08-04,14.812,15.055,14.787,14.996
1978-08-07,14.996,15.097,14.863,14.863
1978-08-08,14.863,15.055,14.812,15.055
1978-08-09,15.055,15.239,14.996,15.005
1978-08-10,15.005,15.14,14.904,14.939
1978-08-11,14.947,15.114,14.947,15.021
1978-08-14,15.021,15.148,14.996,14.996
1978-08-15,14.996,15.148,14.904,15.148
1978-08-16,15.148,15.516,15.114,15.423
1978-08-17,15.423,15.555,15.313,15.347
1978-08-18,15.347,15.581,15.257,15.266
1978-08-21,15.266,15.372,15.188,15.248
1978-08-22,15.248,15.463,15.23,15.407
1978-08-23,15.432,15.633,15.432,15.471
1978-08-24,15.471,15.591,15.407,15.432
1978-08-25,15.432,15.563,15.415,15.448
1978-08-28,15.448,15.456,15.305,15.33
1978-08-29,15.33,15.399,15.148,15.196
1978-08-30,15.196,15.33,15.196,15.23
1978-08-31,15.23,15.28,15.148,15.171
1978-09-01,15.171,15.322,15.171,15.257
1978-09-05,15.274,15.64,15.274,15.64
1978-09-06,15.64,15.75,15.563,15.591
1978-09-07,15.591,15.725,15.463,15.547
1978-09-08,15.547,15.823,15.523,15.823
1978-09-11,15.765,15.765,15.563,15.563
1978-09-12,15.563,15.64,15.523,15.64
1978-09-13,15.64,15.663,15.33,15.33
1978-09-14,15.33,15.407,15.223,15.257
1978-09-15,15.257,15.305,15.021,15.055
1978-09-18,15.055,15.171,14.939,15.021
1978-09-19,15.021,15.14,14.888,14.888
1978-09-20,14.888,14.996,14.68,14.787
1978-09-21,14.787,14.85,14.579,14.761
1978-09-22,14.761,14.787,14.761,14.761
1978-09-25,14.554,14.63,14.419,14.579
1978-09-26,14.579,14.68,14.53,14.604
1978-09-27,14.604,14.655,14.261,14.286
1978-09-28,14.286,14.496,14.212,14.393
1978-09-29,14.393,14.472,14.356,14.393
1978-10-02,14.393,14.579,14.387,14.579
1978-10-03,14.579,14.63,14.372,14.38
1978-10-04,14.38,14.655,14.286,14.655
1978-10-05,14.655,14.655,14.455,14.496
1978-10-06,14.496,14.63,14.488,14.488
1978-10-09,14.512,14.703,14.512,14.703
1978-10-10,14.703,14.73,14.579,14.614
1978-10-11,14.614,15.097,14.579,15.097
1978-10-12,15.097,15.257,14.822,14.911
1978-10-13,14.911,14.996,14.795,14.863
1978-10-16,14.863,14.863,14.496,14.496
1978-10-17,14.496,14.539,14.302,14.496
1978-10-18,14.496,14.539,14.393,14.539
1978-10-19,14.539,14.587,14.348,14.348
1978-10-20,14.348,14.419,14.221,14.402
1978-10-23,14.402,14.472,14.238,14.445
1978-10-24,14.445,14.462,14.286,14.286
1978-10-25,14.286,14.419,14.163,14.23
1978-10-26,14.23,14.294,14.087,14.17
1978-10-27,14.17,14.23,13.978,14.001
1978-10-30,14.001,14.187,13.854,14.187
1978-10-31,13.693,14.163,13.693,13.736
1978-11-01,13.786,14.372,13.786,14.356
1978-11-02,14.178,14.178,13.928,14.001
1978-11-03,14.001,14.11,13.888,13.954
1978-11-06,13.946,13.946,13.719,13.729
1978-11-07,13.677,13.677,13.476,13.629
1978-11-08,13.629,13.819,13.544,13.819
1978-11-09,13.819,13.861,13.652,13.702
1978-11-10,13.702,13.793,13.677,13.702
1978-11-13,13.702,13.745,13.493,13.501
1978-11-14,13.501,13.529,13.304,13.51
1978-11-15,13.51,13.629,13.412,13.436
1978-11-16,13.469,13.577,13.469,13.559
1978-11-17,13.559,13.629,13.559,13.559
1978-11-20,13.577,13.745,13.577,13.702
1978-11-21,13.702,13.786,13.635,13.719
1978-11-22,13.719,13.928,13.719,13.928
1978-11-24,14.063,14.063,13.861,14.001
1978-11-27,14.001,14.118,13.946,14.094
1978-11-28,14.094,14.137,13.903,13.92
1978-11-29,13.903,13.903,13.762,13.793
1978-11-30,13.793,14.028,13.77,14.001
1978-12-01,14.063,14.261,14.063,14.203
1978-12-04,14.203,14.269,14.118,14.23
1978-12-05,14.261,14.472,14.261,14.438
1978-12-06,14.438,14.53,14.348,14.445
1978-12-07,14.445,14.462,14.294,14.348
1978-12-08,14.348,14.372,14.23,14.254
1978-12-11,14.261,14.488,14.261,14.445
1978-12-12,14.445,14.472,14.32,14.348
1978-12-13,14.348,14.372,14.246,14.254
1978-12-14,14.254,14.294,14.187,14.254
1978-12-15,14.254,14.311,14.137,14.311
1978-12-18,14.127,14.127,14.001,14.037
1978-12-19,14.055,14.721,14.055,14.703
1978-12-20,14.703,14.84,14.623,14.779
1978-12-21,14.779,14.804,14.655,14.748
1978-12-22,14.812,15.33,14.812,15.33
1978-12-26,15.347,16.105,15.347,16.08
1978-12-27,15.931,15.931,15.614,15.725
1978-12-28,15.725,16.007,15.725,15.797
1978-12-29,15.797,15.931,15.489,15.516
1979-01-02,15.516,15.85,15.305,15.771
1979-01-03,15.823,16.051,15.823,15.931
1979-01-04,15.931,16.06,15.797,15.85
1979-01-05,15.857,15.957,15.857,15.898
1979-01-08,15.891,15.891,15.725,15.823
1979-01-09,15.898,16.024,15.898,15.898
1979-01-10,15.898,15.981,15.84,15.874
1979-01-11,15.874,16.214,15.84,16.191
1979-01-12,16.191,16.308,16.151,16.25
1979-01-15,16.25,16.435,16.222,16.399
1979-01-16,16.351,16.351,16.051,16.089
1979-01-17,16.089,16.214,15.931,16.123
1979-01-18,16.123,16.214,16.06,16.167
1979-01-19,16.151,16.151,15.898,15.931
1979-01-22,15.931,16.214,15.866,16.191
1979-01-23,16.191,16.265,16.105,16.176
1979-01-24,16.176,16.176,15.991,16.033
1979-01-25,16.072,16.214,16.072,16.214
1979-01-26,16.214,16.292,16.167,16.265
1979-01-29,16.265,16.283,16.151,16.176
1979-01-30,16.183,16.341,16.183,16.214
1979-01-31,16.214,16.241,16.043,16.051
1979-02-01,16.051,16.167,16.015,16.167
1979-02-02,16.167,16.167,15.991,16.015
1979-02-05,15.931,15.931,15.823,15.891
1979-02-06,15.891,15.931,15.75,15.771
1979-02-07,15.581,15.581,15.439,15.516
1979-02-08,15.547,15.624,15.547,15.572
1979-02-09,15.599,15.69,15.599,15.68
1979-02-12,15.68,15.957,15.581,15.931
1979-02-13,15.941,16.105,15.941,16.015
1979-02-14,16.015,16.015,15.797,15.874
1979-02-15,15.874,16.033,15.823,16.015
1979-02-16,16.007,16.007,15.898,15.931
1979-02-20,15.931,16.024,15.85,16.007
1979-02-21,16.007,16.043,15.883,15.898
1979-02-22,15.874,15.874,15.697,15.781
1979-02-23,15.771,15.771,15.657,15.707
1979-02-26,15.725,15.84,15.725,15.797
1979-02-27,15.797,15.797,15.489,15.547
1979-02-28,15.547,15.64,15.523,15.591
1979-03-01,15.591,15.663,15.523,15.64
1979-03-02,15.64,15.657,15.547,15.633
1979-03-05,15.697,15.991,15.697,15.908
1979-03-06,15.908,15.931,15.781,15.79
1979-03-07,15.806,15.991,15.806,15.84
1979-03-08,15.84,16.08,15.815,16.06
1979-03-09,16.06,16.105,15.981,15.991
1979-03-12,15.991,16.105,15.874,16.105
1979-03-13,16.105,16.198,16.015,16.033
1979-03-14,16.033,16.097,15.941,15.981
1979-03-15,15.981,16.043,15.866,15.949
1979-03-16,15.949,16.072,15.941,16.051
1979-03-19,16.072,16.222,16.072,16.141
1979-03-20,16.141,16.191,16.08,16.133
1979-03-21,16.133,16.425,16.123,16.425
1979-03-22,16.425,16.501,16.359,16.425
1979-03-23,16.425,16.474,16.359,16.366
1979-03-26,16.341,16.341,16.214,16.222
1979-03-27,16.25,16.666,16.25,16.666
1979-03-28,16.626,16.626,16.474,16.515
1979-03-29,16.515,16.6,16.458,16.515
1979-03-30,16.515,16.558,16.341,16.399
1979-04-02,16.399,16.399,16.241,16.324
1979-04-03,16.341,16.617,16.341,16.6
1979-04-04,16.6,16.7,16.425,16.501
1979-04-05,16.501,16.666,16.484,16.666
1979-04-06,16.651,16.651,16.515,16.55
1979-04-09,16.55,16.617,16.474,16.574
1979-04-10,16.574,16.734,16.574,16.634
1979-04-11,16.634,16.709,16.214,16.214
1979-04-12,16.214,16.333,16.167,16.198
1979-04-16,16.198,16.283,16.167,16.191
1979-04-17,16.191,16.292,16.176,16.241
1979-04-18,16.241,16.316,16.214,16.214
1979-04-19,16.214,16.258,16.015,16.051
1979-04-20,16.051,16.072,15.914,15.941
1979-04-23,15.957,16.123,15.957,16.105
1979-04-24,16.105,16.258,16.097,16.123
1979-04-25,16.123,16.222,16.105,16.214
1979-04-26,16.214,16.214,16.033,16.051
1979-04-27,16.051,16.133,15.981,16.133
1979-04-30,16.133,16.333,16.097,16.333
1979-05-01,16.333,16.501,16.333,16.399
1979-05-02,16.399,16.55,16.366,16.524
1979-05-03,16.524,16.709,16.524,16.617
1979-05-04,16.501,16.501,16.167,16.176
1979-05-07,16.105,16.105,16.015,16.06
1979-05-08,16.06,16.222,16.043,16.214
1979-05-09,16.214,16.25,16.097,16.097
1979-05-10,16.097,16.115,15.898,15.965
1979-05-11,15.981,16.06,15.981,16.024
1979-05-14,16.024,16.097,15.981,16.007
1979-05-15,16.007,16.105,15.85,15.85
1979-05-16,15.85,15.957,15.732,15.941
1979-05-17,15.941,16.08,15.898,16.08
1979-05-18,16.08,16.097,15.957,15.981
1979-05-21,15.981,16.051,15.965,16.015
1979-05-22,16.015,16.133,15.981,16.06
1979-05-23,16.06,16.133,15.898,15.898
1979-05-24,15.898,15.981,15.866,15.941
1979-05-25,15.941,15.973,15.914,15.941
1979-05-29,15.941,15.965,15.891,15.957
1979-05-30,15.923,15.923,15.75,15.781
1979-05-31,15.781,15.84,15.707,15.797
1979-06-01,15.874,15.874,15.771,15.85
1979-06-04,15.85,15.874,15.75,15.797
1979-06-05,15.823,16.214,15.823,16.191
1979-06-06,16.191,16.265,16.08,16.105
1979-06-07,16.133,16.265,16.133,16.191
1979-06-08,16.191,16.191,15.981,16.08
1979-06-11,16.08,16.133,15.931,16.105
1979-06-12,16.105,16.316,16.105,16.214
1979-06-13,16.214,16.214,15.64,15.663
1979-06-14,15.64,15.64,15.33,15.516
1979-06-15,15.516,15.591,15.356,15.432
1979-06-18,15.381,15.381,15.097,15.122
1979-06-19,15.122,15.28,15.021,15.097
1979-06-20,15.097,15.33,14.996,15.171
1979-06-21,15.171,15.489,15.148,15.28
1979-06-22,15.356,15.432,15.356,15.407
1979-06-25,15.407,15.489,15.257,15.356
1979-06-26,15.432,15.432,15.073,15.122
1979-06-27,15.171,15.489,15.171,15.28
1979-06-28,15.305,15.407,15.305,15.356
1979-06-29,15.356,15.407,15.171,15.257
1979-07-02,15.257,15.305,14.939,15.045
1979-07-03,15.045,15.073,14.996,15.045
1979-07-05,15.045,15.045,14.911,14.996
1979-07-06,14.996,15.957,14.939,15.305
1979-07-09,15.305,15.381,15.148,15.28
1979-07-10,15.28,15.305,14.965,15.021
1979-07-11,15.021,15.045,14.787,14.888
1979-07-12,14.863,14.863,14.554,14.579
1979-07-13,14.554,14.554,14.348,14.554
1979-07-16,14.554,14.68,14.496,14.655
1979-07-17,14.63,14.63,14.393,14.393
1979-07-18,14.393,14.445,14.238,14.445
1979-07-19,14.445,14.554,14.419,14.445
1979-07-20,14.445,14.579,14.445,14.496
1979-07-23,14.419,14.419,14.212,14.372
1979-07-24,14.372,14.472,14.32,14.32
1979-07-25,14.372,14.472,14.372,14.445
1979-07-26,14.419,14.419,14.238,14.238
1979-07-27,14.238,14.445,14.137,14.238
1979-07-30,14.238,14.496,14.238,14.372
1979-07-31,14.393,14.554,14.393,14.496
1979-08-01,14.496,14.554,14.393,14.554
1979-08-02,14.554,14.604,14.393,14.472
1979-08-03,14.445,14.445,14.294,14.32
1979-08-06,14.32,14.419,14.187,14.393
1979-08-07,14.445,14.787,14.445,14.703
1979-08-08,14.63,14.63,14.372,14.419
1979-08-09,14.393,14.393,14.294,14.32
1979-08-10,14.32,14.655,14.238,14.63
1979-08-13,14.63,14.63,14.496,14.604
1979-08-14,14.604,14.63,14.496,14.604
1979-08-15,14.604,15.045,14.53,15.021
1979-08-16,15.021,15.073,14.761,14.888
1979-08-17,14.888,14.939,14.761,14.812
1979-08-20,14.812,14.939,14.73,14.888
1979-08-21,14.888,14.888,14.655,14.73
1979-08-22,14.73,14.787,14.63,14.655
1979-08-23,14.655,14.703,14.445,14.472
1979-08-24,14.472,14.655,14.372,14.472
1979-08-27,14.472,14.68,14.445,14.554
1979-08-28,14.554,14.579,14.472,14.554
1979-08-29,14.554,14.604,14.472,14.472
1979-08-30,14.472,14.554,14.445,14.445
1979-08-31,14.496,14.554,14.496,14.554
1979-09-04,14.53,14.53,14.238,14.261
1979-09-05,14.238,14.238,13.978,14.187
1979-09-06,14.187,14.187,14.028,14.063
1979-09-07,14.063,14.137,14.001,14.087
1979-09-10,14.087,14.11,14.001,14.028
1979-09-11,14.028,14.087,13.745,13.827
1979-09-12,13.827,13.854,13.668,13.77
1979-09-13,13.77,13.903,13.745,13.878
1979-09-14,13.878,14.212,13.827,14.11
1979-09-17,14.212,14.393,14.212,14.238
1979-09-18,14.238,14.238,14.087,14.11
1979-09-19,14.11,14.261,14.087,14.087
1979-09-20,14.087,14.84,14.063,14.812
1979-09-21,14.761,14.761,14.419,14.554
1979-09-24,14.53,14.53,14.087,14.11
1979-09-25,14.11,14.393,13.827,14.261
1979-09-26,14.261,14.445,14.137,14.163
1979-09-27,14.163,14.294,14.063,14.187
1979-09-28,14.187,14.238,14.028,14.087
1979-10-01,14.063,14.063,13.928,14.063
1979-10-02,14.063,14.294,13.978,14.187
1979-10-03,14.187,14.348,14.163,14.187
1979-10-04,14.187,14.32,14.187,14.261
1979-10-05,14.261,14.445,14.238,14.32
1979-10-08,14.32,14.348,13.928,14.001
1979-10-09,14.001,14.001,13.719,13.719
1979-10-10,13.719,14.087,13.51,14.087
1979-10-11,14.063,14.063,13.77,13.827
1979-10-12,13.827,13.954,13.644,13.668
1979-10-15,13.668,13.693,13.51,13.593
1979-10-16,13.593,13.668,13.304,13.326
1979-10-17,13.326,13.412,13.126,13.154
1979-10-18,13.154,13.253,13.069,13.069
1979-10-19,13.069,13.091,12.833,12.86
1979-10-22,12.86,13.385,12.706,12.992
1979-10-23,12.992,13.179,12.892,13.045
1979-10-24,13.045,13.126,12.969,12.992
1979-10-25,12.992,13.069,12.833,12.917
1979-10-26,12.917,12.969,12.833,12.944
1979-10-29,12.944,13.069,12.944,12.992
1979-10-30,12.992,13.304,12.992,13.304
1979-10-31,13.304,13.326,12.969,12.969
1979-11-01,12.969,13.224,12.944,13.199
1979-11-02,13.199,13.253,13.154,13.154
1979-11-05,13.154,13.154,13.045,13.126
1979-11-06,13.126,13.126,12.992,13.045
1979-11-07,12.892,12.892,12.733,12.786
1979-11-08,12.786,12.917,12.706,12.86
1979-11-09,12.86,12.992,12.808,12.833
1979-11-12,12.833,13.069,12.808,13.069
1979-11-13,13.045,13.045,12.892,12.944
1979-11-14,12.944,13.091,12.892,12.992
1979-11-15,12.992,13.154,12.892,12.992
1979-11-16,12.969,12.969,12.833,12.892
1979-11-19,12.892,12.969,12.833,12.86
1979-11-20,12.86,12.992,12.786,12.808
1979-11-21,12.808,12.86,12.733,12.808
1979-11-23,12.833,12.944,12.833,12.892
1979-11-26,12.969,13.436,12.969,13.436
1979-11-27,13.436,13.559,13.358,13.412
1979-11-28,13.412,13.928,13.326,13.668
1979-11-29,13.668,13.77,13.593,13.668
1979-11-30,13.62,13.62,13.485,13.559
1979-12-03,13.536,13.536,13.412,13.51
1979-12-04,13.51,13.593,13.485,13.593
1979-12-05,13.62,13.793,13.62,13.668
1979-12-06,13.668,13.978,13.593,13.978
1979-12-07,13.978,14.063,13.793,13.854
1979-12-10,13.854,13.854,13.745,13.793
1979-12-11,13.793,13.878,13.644,13.644
1979-12-12,13.644,13.668,13.536,13.559
1979-12-13,13.559,13.559,13.436,13.51
1979-12-14,13.51,13.745,13.485,13.719
1979-12-17,13.693,13.693,13.593,13.593
1979-12-18,13.559,13.559,13.278,13.304
1979-12-19,13.304,13.436,13.154,13.385
1979-12-20,13.385,13.668,13.326,13.536
1979-12-21,13.536,13.559,13.304,13.304
1979-12-24,13.304,13.485,13.304,13.485
1979-12-26,13.485,13.536,13.385,13.485
1979-12-27,13.485,13.51,13.358,13.46
1979-12-28,13.436,13.436,13.304,13.358
1979-12-31,13.358,13.436,13.304,13.385
1980-01-02,13.091,13.412,12.992,12.992
1980-01-03,12.992,13.199,12.733,13.199
1980-01-04,13.199,13.253,13.091,13.179
1980-01-07,13.179,13.179,13.018,13.126
1980-01-08,13.126,14.028,13.018,14.001
1980-01-09,14.001,14.137,13.593,13.593
1980-01-10,13.719,14.087,13.719,14.028
1980-01-11,14.028,14.187,13.644,13.928
1980-01-14,13.928,13.978,13.77,13.903
1980-01-15,13.903,14.604,13.827,14.579
1980-01-16,14.579,14.73,14.496,14.554
1980-01-17,14.554,14.63,14.393,14.393
1980-01-18,14.393,14.496,14.261,14.472
1980-01-21,14.472,14.53,14.348,14.348
1980-01-22,14.348,14.53,14.348,14.348
1980-01-23,14.348,14.812,14.348,14.812
1980-01-24,14.812,14.863,14.579,14.68
1980-01-25,14.68,14.703,14.53,14.579
1980-01-28,14.579,14.973,14.579,14.761
1980-01-29,14.761,14.84,14.419,14.63
1980-01-30,14.63,14.68,14.472,14.63
1980-01-31,14.63,14.787,14.187,14.261
1980-02-01,14.261,14.445,14.212,14.419
1980-02-04,14.419,14.472,14.261,14.372
1980-02-05,14.372,14.472,14.294,14.472
1980-02-06,14.348,14.348,14.087,14.212
1980-02-07,14.187,14.187,13.954,13.954
1980-02-08,13.954,14.063,13.77,13.978
1980-02-11,13.978,14.028,13.827,13.878
1980-02-12,13.878,14.32,13.793,14.32
1980-02-13,14.393,14.655,14.393,14.419
1980-02-14,14.419,14.604,14.163,14.163
1980-02-15,14.137,14.137,13.954,14.063
1980-02-19,14.063,14.087,13.793,13.928
1980-02-20,13.954,14.087,13.954,13.978
1980-02-21,13.954,13.954,13.693,13.77
1980-02-22,13.77,13.77,13.62,13.719
1980-02-25,13.693,13.693,13.485,13.536
1980-02-26,13.536,13.593,13.436,13.51
1980-02-27,13.51,13.536,12.892,12.892
1980-02-28,12.917,13.304,12.917,13.179
1980-02-29,13.179,13.253,13.091,13.199
1980-03-03,13.199,13.199,13.018,13.045
1980-03-04,13.045,13.179,12.944,13.154
1980-03-05,13.126,13.126,12.833,12.892
1980-03-06,12.892,12.944,12.599,12.706
1980-03-07,12.706,12.86,12.66,12.686
1980-03-10,12.706,12.944,12.706,12.808
1980-03-11,12.808,12.944,12.786,12.944
1980-03-12,12.917,12.917,12.66,12.759
1980-03-13,12.733,12.733,12.45,12.5
1980-03-14,12.5,12.624,12.393,12.45
1980-03-17,12.45,12.552,12.292,12.292
1980-03-18,12.292,12.526,12.192,12.393
1980-03-19,12.393,12.426,12.216,12.242
1980-03-20,12.242,12.317,12.057,12.107
1980-03-21,12.085,12.085,11.689,11.799
1980-03-24,11.723,11.723,11.222,11.255
1980-03-25,11.255,11.456,11.222,11.382
1980-03-26,11.382,11.615,10.913,11.021
1980-03-27,11.021,11.958,10.68,11.958
1980-03-28,11.723,11.723,11.255,11.615
1980-03-31,11.615,11.615,11.355,11.591
1980-04-01,11.591,11.591,11.331,11.407
1980-04-02,11.407,11.641,11.355,11.539
1980-04-03,11.539,11.615,11.355,11.407
1980-04-07,11.407,11.407,11.098,11.098
1980-04-08,11.098,11.591,11.021,11.121
1980-04-09,11.121,11.382,11.098,11.355
1980-04-10,11.355,11.49,11.222,11.281
1980-04-11,11.281,11.431,11.121,11.121
1980-04-14,11.121,11.173,10.963,11.021
1980-04-15,11.021,11.121,10.779,10.814
1980-04-16,10.814,10.989,10.605,10.631
1980-04-17,10.631,10.731,10.471,10.655
1980-04-18,10.655,10.756,10.58,10.655
1980-04-21,10.655,10.731,10.496,10.655
1980-04-22,10.814,11.331,10.814,11.198
1980-04-23,11.198,11.307,11.074,11.121
1980-04-24,11.121,11.281,11.074,11.173
1980-04-25,11.173,11.515,10.989,11.515
1980-04-28,11.515,11.515,11.307,11.331
1980-04-29,11.331,11.456,11.255,11.407
1980-04-30,11.407,11.456,11.147,11.407
1980-05-01,11.407,11.407,11.173,11.307
1980-05-02,11.307,11.307,11.198,11.222
1980-05-05,11.222,11.591,11.173,11.515
1980-05-06,11.515,11.591,11.382,11.407
1980-05-07,11.407,11.591,11.382,11.456
1980-05-08,11.307,11.307,11.121,11.198
1980-05-09,11.173,11.173,10.814,10.838
1980-05-12,10.838,11.021,10.838,10.865
1980-05-13,10.888,11.074,10.888,11.074
1980-05-14,11.074,11.121,11.021,11.021
1980-05-15,11.021,11.074,10.913,10.913
1980-05-16,10.913,11.021,10.913,11.021
1980-05-19,11.021,11.173,10.989,11.098
1980-05-20,11.098,11.121,10.938,10.963
1980-05-21,10.963,10.989,10.838,10.989
1980-05-22,10.989,11.255,10.963,11.173
1980-05-23,11.198,11.431,11.198,11.382
1980-05-27,11.407,11.565,11.407,11.49
1980-05-28,11.49,11.774,11.456,11.723
1980-05-29,11.666,11.666,11.307,11.307
1980-05-30,11.307,11.539,11.255,11.515
1980-06-02,11.515,11.924,11.49,11.641
1980-06-03,11.641,11.874,11.641,11.723
1980-06-04,11.749,12.085,11.749,12.085
1980-06-05,12.085,12.134,11.824,11.849
1980-06-06,11.874,12.033,11.874,11.874
1980-06-09,11.874,11.958,11.774,11.799
1980-06-10,11.799,12.006,11.774,11.958
1980-06-11,11.958,12.134,11.898,12.057
1980-06-12,12.057,12.134,11.898,12.057
1980-06-13,12.057,12.292,12.033,12.242
1980-06-16,12.242,12.552,12.216,12.552
1980-06-17,12.552,12.552,12.242,12.242
1980-06-18,12.242,12.426,12.242,12.393
1980-06-19,12.393,12.426,11.983,12.033
1980-06-20,12.033,12.134,12.006,12.033
1980-06-23,12.033,12.317,12.033,12.242
1980-06-24,12.242,12.339,12.156,12.339
1980-06-25,12.339,12.526,12.266,12.426
1980-06-26,12.426,12.526,12.292,12.317
1980-06-27,12.317,12.474,12.216,12.426
1980-06-30,12.366,12.366,12.134,12.216
1980-07-01,12.216,12.393,12.134,12.366
1980-07-02,12.366,12.686,12.339,12.599
1980-07-03,12.599,12.786,12.599,12.706
1980-07-07,12.706,12.944,12.686,12.892
1980-07-08,12.892,12.944,12.733,12.833
1980-07-09,12.833,13.069,12.733,12.786
1980-07-10,12.786,12.969,12.733,12.808
1980-07-11,12.808,13.069,12.808,13.045
1980-07-14,13.045,13.51,13.045,13.51
1980-07-15,13.51,13.569,13.253,13.253
1980-07-16,13.253,13.436,13.224,13.358
1980-07-17,13.358,13.644,13.304,13.644
1980-07-18,13.644,13.668,13.485,13.536
1980-07-21,13.536,13.719,13.358,13.719
1980-07-22,13.719,13.745,13.46,13.536
1980-07-23,13.536,13.593,13.385,13.485
1980-07-24,13.485,13.51,13.358,13.46
1980-07-25,13.436,13.436,13.278,13.385
1980-07-28,13.385,13.569,13.304,13.51
1980-07-29,13.51,13.62,13.385,13.536
1980-07-30,13.536,13.719,13.536,13.62
1980-07-31,13.593,13.593,13.385,13.569
1980-08-01,13.569,13.593,13.385,13.536
1980-08-04,13.51,13.51,13.412,13.46
1980-08-05,13.46,13.593,13.326,13.358
1980-08-06,13.358,13.644,13.304,13.644
1980-08-07,13.644,13.668,13.46,13.668
1980-08-08,13.668,13.77,13.569,13.569
1980-08-11,13.569,13.878,13.536,13.878
1980-08-12,13.878,14.137,13.802,13.878
1980-08-13,13.878,14.037,13.827,13.878
1980-08-14,13.878,14.372,13.878,14.32
1980-08-15,14.32,14.372,14.187,14.294
1980-08-18,14.137,14.137,13.802,13.802
1980-08-19,13.802,13.928,13.693,13.719
1980-08-20,13.719,14.11,13.693,13.903
1980-08-21,13.903,14.087,13.854,14.037
1980-08-22,14.037,14.32,14.001,14.001
1980-08-25,14.001,14.037,13.854,13.954
1980-08-26,13.954,14.087,13.854,13.878
1980-08-27,13.878,13.928,13.693,13.693
1980-08-28,13.693,13.719,13.485,13.51
1980-08-29,13.51,13.644,13.46,13.62
1980-09-02,13.62,13.827,13.593,13.745
1980-09-03,13.745,14.037,13.745,14.037
1980-09-04,14.037,14.163,13.77,13.854
1980-09-05,13.854,13.978,13.745,13.827
1980-09-08,13.827,13.854,13.358,13.358
1980-09-09,13.358,13.77,13.335,13.745
1980-09-10,13.745,13.77,13.569,13.668
1980-09-11,13.668,13.802,13.668,13.802
1980-09-12,13.802,13.827,13.668,13.693
1980-09-15,13.693,13.77,13.51,13.745
1980-09-16,13.745,13.802,13.569,13.644
1980-09-17,13.644,14.11,13.644,13.978
1980-09-18,13.978,14.001,13.77,13.827
1980-09-19,13.827,14.037,13.77,13.928
1980-09-22,13.928,14.212,13.827,14.163
1980-09-23,14.163,14.348,13.644,13.903
1980-09-24,13.903,14.137,13.878,14.037
1980-09-25,14.037,14.11,13.745,13.745
1980-09-26,13.693,13.693,13.358,13.436
1980-09-29,13.358,13.358,13.179,13.253
1980-09-30,13.278,13.412,13.278,13.335
1980-10-01,13.335,13.644,13.224,13.436
1980-10-02,13.436,13.593,13.335,13.593
1980-10-03,13.62,13.928,13.62,13.77
1980-10-06,13.827,14.187,13.827,14.137
1980-10-07,14.137,14.187,13.954,14.087
1980-10-08,14.137,14.63,14.137,14.554
1980-10-09,14.554,14.74,14.504,14.579
1980-10-10,14.579,14.863,14.372,14.393
1980-10-13,14.393,14.703,14.393,14.655
1980-10-14,14.655,14.74,14.445,14.504
1980-10-15,14.472,14.63,14.472,14.63
1980-10-16,14.63,14.787,14.238,14.269
1980-10-17,14.269,14.419,14.087,14.137
1980-10-20,14.137,14.238,13.827,14.238
1980-10-21,14.238,14.32,14.037,14.137
1980-10-22,14.137,14.163,14.037,14.087
1980-10-23,14.087,14.087,13.644,13.693
1980-10-24,13.693,13.854,13.62,13.854
1980-10-27,13.827,13.827,13.668,13.745
1980-10-28,13.745,13.878,13.693,13.854
1980-10-29,13.854,13.954,13.62,13.62
1980-10-30,13.62,13.77,13.536,13.536
1980-10-31,13.569,13.978,13.569,13.854
1980-11-03,13.878,14.063,13.878,14.037
1980-11-05,14.137,14.604,14.137,14.238
